id,yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,citizenship,meansOfControlTakesEarnings,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,isForcedLabour,isSexualExploit,isOtherExploit,isAbduction,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther
19016,2015,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
19017,2015,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19018,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19019,2015,Hotline,Female,21--23,Adult,-99,US,-99,1,1,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19020,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19021,2015,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19022,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19023,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19024,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19025,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19026,2015,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19027,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19028,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19029,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19030,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19031,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19032,2015,Hotline,Female,21--23,Adult,-99,US,-99,1,1,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19033,2015,Hotline,Female,21--23,Adult,Minor,US,-99,1,-99,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19034,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19035,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19036,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19037,2015,Hotline,Female,21--23,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19038,2015,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19039,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19040,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19041,2015,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19042,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19043,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19044,2015,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19045,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19046,2015,Hotline,Female,21--23,Adult,Minor,US,-99,1,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19047,2015,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19048,2015,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,0,0,0,1
19049,2015,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19050,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19051,2015,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19052,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19053,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19054,2015,Hotline,Female,21--23,Adult,-99,US,1,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19055,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19056,2015,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19057,2015,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19058,2015,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19103,2015,Hotline,Female,24--26,Adult,Minor,US,-99,-99,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
19104,2015,Hotline,Female,24--26,Adult,Minor,US,-99,1,1,1,-99,1,1,-99,-99,0,1,0,0,1,0,0,1
19105,2015,Hotline,Female,24--26,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
19106,2015,Hotline,Female,24--26,Adult,Minor,US,1,1,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,1,0,0
19107,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,1,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
19108,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19109,2015,Hotline,Female,24--26,Adult,Minor,US,-99,1,1,-99,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
19110,2015,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
19111,2015,Hotline,Female,24--26,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,1
19112,2015,Hotline,Female,24--26,Adult,Minor,US,1,1,1,1,1,-99,1,-99,-99,0,1,0,0,1,0,0,0
19113,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
19114,2015,Hotline,Female,24--26,Adult,Minor,US,1,1,-99,-99,-99,-99,1,-99,-99,0,1,0,0,0,1,0,0
19115,2015,Hotline,Female,24--26,Adult,Minor,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19116,2015,Hotline,Female,24--26,Adult,-99,US,1,1,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
19117,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19118,2015,Hotline,Female,24--26,Adult,Adult,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19119,2015,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
19120,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19121,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19122,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
19123,2015,Hotline,Female,24--26,Adult,-99,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19124,2015,Hotline,Female,24--26,Adult,Minor,US,1,-99,1,-99,-99,-99,1,-99,-99,0,1,0,0,0,0,1,0
19125,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19126,2015,Hotline,Female,24--26,Adult,-99,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
19127,2015,Hotline,Female,24--26,Adult,-99,US,1,-99,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
19128,2015,Hotline,Female,24--26,Adult,-99,US,1,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19129,2015,Hotline,Female,24--26,Adult,Adult,US,-99,1,1,-99,-99,1,1,-99,1,0,1,0,0,1,0,0,0
19130,2015,Hotline,Female,24--26,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
19131,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19132,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19133,2015,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19134,2015,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19135,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19136,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19137,2015,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19138,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19139,2015,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19140,2015,Hotline,Female,24--26,Adult,-99,US,1,-99,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19141,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19142,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19143,2015,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19144,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19145,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19146,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19147,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19148,2015,Hotline,Female,24--26,Adult,Minor,US,1,-99,-99,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19149,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19150,2015,Hotline,Female,24--26,Adult,Adult,US,1,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19151,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19152,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19153,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19154,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19155,2015,Hotline,Female,24--26,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19156,2015,Hotline,Female,24--26,Adult,Minor,US,1,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19157,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19158,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19159,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19160,2015,Hotline,Female,24--26,Adult,Minor,US,1,-99,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19161,2015,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19162,2015,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19163,2015,Hotline,Female,24--26,Adult,-99,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19199,2015,Hotline,Female,27--29,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19200,2015,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19201,2015,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19202,2015,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19203,2015,Hotline,Female,27--29,Adult,Minor,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19204,2015,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,1,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19205,2015,Hotline,Female,27--29,Adult,-99,US,-99,1,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19206,2015,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19207,2015,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19208,2015,Hotline,Female,27--29,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19209,2015,Hotline,Female,27--29,Adult,Adult,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19210,2015,Hotline,Female,27--29,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19211,2015,Hotline,Female,27--29,Adult,Adult,US,-99,-99,-99,-99,1,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19212,2015,Hotline,Female,27--29,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19275,2015,Hotline,Female,30--38,Adult,Adult,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
19276,2015,Hotline,Female,30--38,Adult,Minor,US,-99,1,1,1,1,-99,1,-99,-99,0,1,0,0,0,0,1,0
19277,2015,Hotline,Female,30--38,Adult,Adult,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19278,2015,Hotline,Female,30--38,Adult,Minor,US,-99,1,-99,1,1,-99,-99,-99,-99,0,1,0,0,0,0,0,1
19279,2015,Hotline,Female,30--38,Adult,Adult,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19280,2015,Hotline,Female,30--38,Adult,-99,US,-99,1,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
19281,2015,Hotline,Female,30--38,Adult,Adult,US,1,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
19282,2015,Hotline,Female,30--38,Adult,-99,US,-99,1,1,1,-99,-99,1,1,-99,0,1,0,0,1,0,0,0
19283,2015,Hotline,Female,30--38,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
19284,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,1,-99,0,1,0,0,0,0,1,0
19285,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19286,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,1,0,1,0,0,1,0,0,0
19287,2015,Hotline,Female,30--38,Adult,Adult,US,1,-99,1,1,1,1,1,-99,-99,0,1,0,0,1,0,0,0
19288,2015,Hotline,Female,30--38,Adult,Minor,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
19289,2015,Hotline,Female,30--38,Adult,Adult,US,1,-99,1,-99,-99,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
19290,2015,Hotline,Female,30--38,Adult,Minor,US,1,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,1
19291,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19292,2015,Hotline,Female,30--38,Adult,Minor,US,-99,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19293,2015,Hotline,Female,30--38,Adult,Minor,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
19294,2015,Hotline,Female,30--38,Adult,Adult,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
19295,2015,Hotline,Female,30--38,Adult,Adult,US,-99,-99,1,1,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
19296,2015,Hotline,Female,30--38,Adult,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
19297,2015,Hotline,Female,30--38,Adult,Adult,US,1,-99,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
19298,2015,Hotline,Female,30--38,Adult,Adult,US,1,1,-99,-99,-99,-99,1,-99,-99,0,1,0,0,0,0,0,1
19299,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19300,2015,Hotline,Female,30--38,Adult,Adult,US,1,1,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
19301,2015,Hotline,Female,30--38,Adult,Minor,US,-99,1,1,1,1,1,-99,1,-99,0,1,0,0,1,0,0,1
19302,2015,Hotline,Female,30--38,Adult,Adult,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,0,0,0,0,1
19303,2015,Hotline,Female,30--38,Adult,Adult,US,-99,-99,1,1,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
19304,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,1
19305,2015,Hotline,Female,30--38,Adult,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
19306,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,1,1,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
19307,2015,Hotline,Female,30--38,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,1,-99,0,1,0,0,-99,-99,-99,-99
19308,2015,Hotline,Female,30--38,Adult,Adult,US,-99,-99,-99,-99,1,1,1,-99,-99,0,1,0,0,1,0,0,0
19309,2015,Hotline,Female,30--38,Adult,Minor,US,1,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
19310,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
19311,2015,Hotline,Female,30--38,Adult,Adult,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
19312,2015,Hotline,Female,30--38,Adult,Minor,US,-99,-99,1,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
19313,2015,Hotline,Female,30--38,Adult,Adult,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
19314,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19315,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19316,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19317,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19318,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19319,2015,Hotline,Female,30--38,Adult,Minor,US,1,1,-99,1,-99,-99,1,1,-99,0,1,0,-99,-99,-99,-99,-99
19320,2015,Hotline,Female,30--38,Adult,Minor,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19321,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19322,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19323,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19324,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19325,2015,Hotline,Female,30--38,Adult,-99,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19326,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19327,2015,Hotline,Female,30--38,Adult,Minor,US,1,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
19328,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19329,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19330,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19331,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19332,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19333,2015,Hotline,Female,30--38,Adult,-99,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19334,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19335,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19336,2015,Hotline,Female,30--38,Adult,Adult,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19337,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19338,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19339,2015,Hotline,Female,30--38,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19340,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19341,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19342,2015,Hotline,Female,30--38,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19343,2015,Hotline,Female,30--38,Adult,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,0,0,0,1
19344,2015,Hotline,Female,30--38,Adult,-99,US,1,1,-99,1,-99,1,-99,1,-99,0,1,0,-99,-99,-99,-99,-99
19345,2015,Hotline,Female,30--38,Adult,Minor,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
19346,2015,Hotline,Female,30--38,Adult,Adult,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
